ID_INDIVIDU,NB_VISITES,MONTANT_CUMULE,NB_PRDT_MOY_VISITE,CA_MOY_VISITE,NB_MAG_DIFF,NB_LIGNES_DIFF,NB_FAM_DIFF,NB_CADEAUX,RECENCE_x,PART_VIST_MAG_GEST,MONTANT,RECENCE_y,FREQUENCE
183194,1,233,9.0,233.0,1,2,5,9,697,1.0,Moyennement Depensier,Ancien,Peu Frequent
183196,1,164,4.0,164.0,1,1,3,4,697,1.0,Moyennement Depensier,Ancien,Peu Frequent
183201,11,808,3.363636363636364,73.45454545454545,1,4,12,37,80,1.0,Depensier,Recent,Tres Frequent
183209,3,304,4.0,101.33333333333331,1,2,6,12,213,1.0,Moyennement Depensier,Moyennement Recent,Moyennement Frequent
183211,8,579,2.875,72.375,1,4,9,23,90,1.0,Depensier,Moyennement Recent,Tres Frequent
183216,1,134,4.0,134.0,1,2,4,4,697,1.0,Pas Depensier,Ancien,Peu Frequent
183223,8,603,2.875,75.375,3,4,11,23,280,0.75,Depensier,Ancien,Tres Frequent
183235,2,220,4.0,110.0,1,3,6,8,388,1.0,Moyennement Depensier,Ancien,Peu Frequent
183236,5,213,2.6,42.6,2,2,3,13,104,0.8,Moyennement Depensier,Moyennement Recent,Tres Frequent
183239,4,330,2.75,82.5,1,3,5,11,55,1.0,Moyennement Depensier,Recent,Tres Frequent
183259,5,472,3.2,94.4,1,2,5,16,305,1.0,Depensier,Ancien,Tres Frequent
183285,9,649,3.2222222222222223,72.11111111111111,2,3,11,29,206,0.8888888888888888,Depensier,Moyennement Recent,Tres Frequent
183300,5,294,2.2,58.8,1,4,6,11,186,1.0,Moyennement Depensier,Moyennement Recent,Tres Frequent
183303,2,213,3.0,106.5,1,3,6,6,232,1.0,Moyennement Depensier,Moyennement Recent,Peu Frequent
183311,1,158,4.0,158.0,1,1,3,4,696,1.0,Pas Depensier,Ancien,Peu Frequent
183323,5,401,3.4,80.2,1,4,9,17,111,1.0,Depensier,Moyennement Recent,Tres Frequent
183332,1,68,4.0,68.0,1,2,3,4,695,1.0,Pas Depensier,Ancien,Peu Frequent
183333,6,649,4.166666666666667,108.16666666666669,1,3,9,25,128,1.0,Depensier,Moyennement Recent,Tres Frequent
183349,4,508,4.0,127.0,1,2,6,16,142,1.0,Depensier,Moyennement Recent,Tres Frequent
183351,1,178,8.0,178.0,1,2,3,8,695,1.0,Moyennement Depensier,Ancien,Peu Frequent
183355,4,697,4.75,174.25,1,4,10,19,148,1.0,Depensier,Moyennement Recent,Tres Frequent
183362,1,161,7.0,161.0,1,3,4,7,695,1.0,Pas Depensier,Ancien,Peu Frequent
183363,8,574,2.875,71.75,1,3,8,23,14,1.0,Depensier,Recent,Tres Frequent
183373,5,246,2.6,49.2,3,3,4,13,225,0.6,Moyennement Depensier,Moyennement Recent,Tres Frequent
183377,3,429,4.666666666666667,143.0,2,2,7,14,27,0.6666666666666666,Depensier,Recent,Moyennement Frequent
183388,1,103,5.0,103.0,1,1,1,5,695,1.0,Pas Depensier,Ancien,Peu Frequent
183414,5,518,2.8,103.6,1,1,6,14,210,1.0,Depensier,Moyennement Recent,Tres Frequent
183417,6,515,3.0,85.83333333333333,2,2,7,18,427,0.1666666666666666,Depensier,Ancien,Tres Frequent
183419,1,191,8.0,191.0,1,2,3,8,693,1.0,Moyennement Depensier,Ancien,Peu Frequent
183423,6,584,3.8333333333333335,97.33333333333331,2,3,9,23,21,0.6666666666666666,Depensier,Recent,Tres Frequent
183442,6,551,5.0,91.83333333333331,2,3,7,30,92,0.5,Depensier,Moyennement Recent,Tres Frequent
183448,2,298,6.0,149.0,1,3,6,12,428,1.0,Moyennement Depensier,Ancien,Peu Frequent
183449,2,115,3.0,57.5,2,2,4,6,233,0.0,Pas Depensier,Moyennement Recent,Peu Frequent
183462,1,129,4.0,129.0,1,1,2,4,694,1.0,Pas Depensier,Ancien,Peu Frequent
183475,9,672,2.333333333333333,74.66666666666667,2,3,8,21,28,0.8888888888888888,Depensier,Recent,Tres Frequent
183477,1,117,6.0,117.0,1,2,4,6,693,1.0,Pas Depensier,Ancien,Peu Frequent
183497,4,322,3.0,80.5,2,3,7,12,290,0.5,Moyennement Depensier,Ancien,Tres Frequent
183500,4,510,3.75,127.5,1,3,6,15,266,1.0,Depensier,Moyennement Recent,Tres Frequent
183501,10,1153,4.2,115.3,7,4,14,42,27,0.3,Depensier,Recent,Tres Frequent
183503,1,135,6.0,135.0,1,2,4,6,693,1.0,Pas Depensier,Ancien,Peu Frequent
183505,1,96,5.0,96.0,1,2,4,5,693,1.0,Pas Depensier,Ancien,Peu Frequent
183516,1,94,4.0,94.0,1,2,3,4,694,1.0,Pas Depensier,Ancien,Peu Frequent
183532,1,221,8.0,221.0,1,2,6,8,693,1.0,Moyennement Depensier,Ancien,Peu Frequent
183535,1,408,14.0,408.0,1,2,3,14,693,1.0,Depensier,Ancien,Peu Frequent
183540,1,144,5.0,144.0,1,2,5,5,693,1.0,Pas Depensier,Ancien,Peu Frequent
183544,3,436,4.0,145.33333333333334,2,2,5,12,146,0.6666666666666666,Depensier,Moyennement Recent,Moyennement Frequent
183551,16,1718,4.1875,107.375,2,2,5,67,44,0.5,Depensier,Recent,Tres Frequent
183555,5,663,4.0,132.6,2,3,9,20,153,0.6,Depensier,Moyennement Recent,Tres Frequent
183558,16,1485,3.5625,92.8125,3,4,12,57,18,0.0625,Depensier,Recent,Tres Frequent
183565,3,404,6.333333333333333,134.66666666666666,2,2,4,19,360,0.6666666666666666,Depensier,Ancien,Moyennement Frequent
183580,7,493,3.7142857142857135,70.42857142857143,1,3,7,26,31,1.0,Depensier,Recent,Tres Frequent
183602,8,629,2.375,78.625,6,3,9,19,1,0.125,Depensier,Recent,Tres Frequent
183608,2,173,4.5,86.5,1,2,5,9,365,1.0,Moyennement Depensier,Ancien,Peu Frequent
183612,1,157,4.0,157.0,1,1,2,4,694,1.0,Pas Depensier,Ancien,Peu Frequent
183622,6,477,2.833333333333333,79.5,1,4,11,17,0,1.0,Depensier,Recent,Tres Frequent
183625,5,460,3.0,92.0,2,3,8,15,205,0.8,Depensier,Moyennement Recent,Tres Frequent
183632,1,228,7.0,228.0,1,2,5,7,693,1.0,Moyennement Depensier,Ancien,Peu Frequent
183647,16,1472,4.0,92.0,3,4,12,64,62,0.625,Depensier,Recent,Tres Frequent
183648,3,254,3.0,84.66666666666667,3,3,5,9,111,0.3333333333333333,Moyennement Depensier,Moyennement Recent,Moyennement Frequent
183650,3,360,5.333333333333333,120.0,2,3,8,16,51,0.3333333333333333,Depensier,Recent,Moyennement Frequent
183663,2,475,6.0,237.5,1,4,7,12,127,1.0,Depensier,Moyennement Recent,Peu Frequent
183665,1,98,5.0,98.0,1,2,4,5,693,1.0,Pas Depensier,Ancien,Peu Frequent
183668,2,226,5.0,113.0,1,2,6,10,50,1.0,Moyennement Depensier,Recent,Peu Frequent
183681,9,1114,4.444444444444445,123.77777777777776,1,2,9,40,170,1.0,Depensier,Moyennement Recent,Tres Frequent
183685,1,97,5.0,97.0,1,2,3,5,693,1.0,Pas Depensier,Ancien,Peu Frequent
183701,5,1204,7.2,240.8,1,4,12,36,230,1.0,Depensier,Moyennement Recent,Tres Frequent
183702,13,888,2.769230769230769,68.3076923076923,3,3,8,36,62,0.3846153846153846,Depensier,Recent,Tres Frequent
183703,4,414,4.5,103.5,1,3,6,18,160,1.0,Depensier,Moyennement Recent,Tres Frequent
183704,1,189,8.0,189.0,1,2,5,8,693,1.0,Moyennement Depensier,Ancien,Peu Frequent
183712,5,528,4.2,105.6,3,2,5,21,425,0.2,Depensier,Ancien,Tres Frequent
183719,5,437,4.4,87.4,3,3,9,22,326,0.4,Depensier,Ancien,Tres Frequent
183728,1,90,4.0,90.0,1,2,3,4,694,1.0,Pas Depensier,Ancien,Peu Frequent
183730,9,1373,5.0,152.55555555555554,1,4,13,45,64,1.0,Depensier,Recent,Tres Frequent
183734,6,697,4.166666666666667,116.16666666666669,1,4,11,25,170,1.0,Depensier,Moyennement Recent,Tres Frequent
183735,4,309,4.75,77.25,1,3,6,19,118,1.0,Moyennement Depensier,Moyennement Recent,Tres Frequent
183736,4,317,2.5,79.25,1,4,7,10,254,1.0,Moyennement Depensier,Moyennement Recent,Tres Frequent
183739,4,397,3.5,99.25,1,3,8,14,133,1.0,Depensier,Moyennement Recent,Tres Frequent
183743,2,198,4.5,99.0,2,2,4,9,619,0.5,Moyennement Depensier,Ancien,Peu Frequent
183750,1,87,2.0,87.0,1,1,2,2,693,1.0,Pas Depensier,Ancien,Peu Frequent
183752,1,113,5.0,113.0,1,2,4,5,693,1.0,Pas Depensier,Ancien,Peu Frequent
183755,1,89,3.0,89.0,1,1,2,3,694,1.0,Pas Depensier,Ancien,Peu Frequent
183757,13,589,2.4615384615384617,45.30769230769231,1,4,12,32,39,1.0,Depensier,Recent,Tres Frequent
183761,1,242,10.0,242.0,1,3,7,10,694,1.0,Moyennement Depensier,Ancien,Peu Frequent
183763,1,202,7.0,202.0,1,2,4,7,694,1.0,Moyennement Depensier,Ancien,Peu Frequent
183765,1,218,6.0,218.0,1,1,3,6,693,1.0,Moyennement Depensier,Ancien,Peu Frequent
183774,1,113,5.0,113.0,1,2,3,5,693,1.0,Pas Depensier,Ancien,Peu Frequent
183780,2,215,5.0,107.5,1,2,5,10,561,1.0,Moyennement Depensier,Ancien,Peu Frequent
183783,2,303,5.5,151.5,1,3,6,11,679,1.0,Moyennement Depensier,Ancien,Peu Frequent
183787,3,259,3.0,86.33333333333333,2,3,6,9,315,0.3333333333333333,Moyennement Depensier,Ancien,Moyennement Frequent
183792,4,432,3.75,108.0,2,2,6,15,442,0.75,Depensier,Ancien,Tres Frequent
183805,2,117,1.5,58.5,1,1,2,3,693,1.0,Pas Depensier,Ancien,Peu Frequent
183828,1,138,4.0,138.0,1,3,3,4,691,1.0,Pas Depensier,Ancien,Peu Frequent
183836,1,107,5.0,107.0,1,2,4,5,691,1.0,Pas Depensier,Ancien,Peu Frequent
183838,1,127,5.0,127.0,1,2,4,5,691,1.0,Pas Depensier,Ancien,Peu Frequent
183847,2,252,6.5,126.0,1,2,8,13,411,1.0,Moyennement Depensier,Ancien,Peu Frequent
183865,1,95,5.0,95.0,1,2,3,5,690,1.0,Pas Depensier,Ancien,Peu Frequent
183873,4,367,4.5,91.75,2,2,7,18,61,0.75,Depensier,Recent,Tres Frequent
183877,1,140,2.0,140.0,1,1,1,2,690,1.0,Pas Depensier,Ancien,Peu Frequent
183878,1,93,4.0,93.0,1,2,4,4,690,1.0,Pas Depensier,Ancien,Peu Frequent
183891,1,60,4.0,60.0,1,2,3,4,690,1.0,Pas Depensier,Ancien,Peu Frequent
183896,2,202,3.5,101.0,1,2,4,7,409,1.0,Moyennement Depensier,Ancien,Peu Frequent
183901,5,721,6.0,144.2,1,3,11,30,48,1.0,Depensier,Recent,Tres Frequent
183903,3,335,4.333333333333333,111.66666666666669,1,2,5,13,448,1.0,Moyennement Depensier,Ancien,Moyennement Frequent
183904,2,240,4.5,120.0,1,2,6,9,0,1.0,Moyennement Depensier,Recent,Peu Frequent
183907,15,593,2.1333333333333333,39.53333333333333,3,4,11,32,39,0.3333333333333333,Depensier,Recent,Tres Frequent
183912,2,144,2.5,72.0,1,3,4,5,627,1.0,Pas Depensier,Ancien,Peu Frequent
183914,1,150,6.0,150.0,1,3,4,6,690,1.0,Pas Depensier,Ancien,Peu Frequent
183921,1,274,15.0,274.0,1,2,6,15,690,1.0,Moyennement Depensier,Ancien,Peu Frequent
183922,1,109,5.0,109.0,1,2,4,5,690,1.0,Pas Depensier,Ancien,Peu Frequent
183928,3,335,4.333333333333333,111.66666666666669,2,3,6,13,194,0.6666666666666666,Moyennement Depensier,Moyennement Recent,Moyennement Frequent
183929,11,583,2.1818181818181817,53.0,2,3,9,24,268,0.9090909090909092,Depensier,Moyennement Recent,Tres Frequent
183939,1,109,5.0,109.0,1,2,3,5,689,1.0,Pas Depensier,Ancien,Peu Frequent
183953,1,158,6.0,158.0,1,2,4,6,689,1.0,Pas Depensier,Ancien,Peu Frequent
183954,1,158,7.0,158.0,1,2,4,7,689,1.0,Pas Depensier,Ancien,Peu Frequent
183956,6,518,3.6666666666666665,86.33333333333333,1,3,7,22,44,1.0,Depensier,Recent,Tres Frequent
183964,1,193,6.0,193.0,1,1,4,6,689,1.0,Moyennement Depensier,Ancien,Peu Frequent
183976,6,405,2.0,67.5,2,3,6,12,41,0.5,Depensier,Recent,Tres Frequent
183977,4,254,1.5,63.5,1,3,4,6,422,1.0,Moyennement Depensier,Ancien,Tres Frequent
183981,4,431,4.5,107.75,2,2,5,18,324,0.75,Depensier,Ancien,Tres Frequent
183988,6,802,4.833333333333333,133.66666666666666,1,4,9,29,10,1.0,Depensier,Recent,Tres Frequent
183994,5,392,3.0,78.4,3,4,10,15,344,0.6,Depensier,Ancien,Tres Frequent
183999,2,159,4.0,79.5,2,3,5,8,677,0.5,Pas Depensier,Ancien,Peu Frequent
184002,3,646,6.666666666666667,215.33333333333331,2,2,7,20,332,0.6666666666666666,Depensier,Ancien,Moyennement Frequent
184005,3,275,3.6666666666666665,91.66666666666669,1,2,5,11,118,1.0,Moyennement Depensier,Moyennement Recent,Moyennement Frequent
184007,1,66,8.0,66.0,1,2,4,8,689,1.0,Pas Depensier,Ancien,Peu Frequent
184017,2,219,6.5,109.5,1,3,5,13,631,1.0,Moyennement Depensier,Ancien,Peu Frequent
184029,1,132,4.0,132.0,1,1,2,4,689,1.0,Pas Depensier,Ancien,Peu Frequent
184039,8,892,4.625,111.5,4,3,7,37,80,0.125,Depensier,Recent,Tres Frequent
184043,7,1138,6.428571428571429,162.57142857142858,2,3,11,45,104,0.7142857142857143,Depensier,Moyennement Recent,Tres Frequent
184053,1,129,7.0,129.0,1,2,5,7,688,1.0,Pas Depensier,Ancien,Peu Frequent
184056,2,239,4.0,119.5,1,3,5,8,647,1.0,Moyennement Depensier,Ancien,Peu Frequent
184077,5,438,2.8,87.6,1,3,7,14,133,1.0,Depensier,Moyennement Recent,Tres Frequent
184086,3,326,4.333333333333333,108.66666666666669,2,3,6,13,118,0.6666666666666666,Moyennement Depensier,Moyennement Recent,Moyennement Frequent
184092,9,678,3.2222222222222223,75.33333333333333,6,2,6,29,36,0.4444444444444444,Depensier,Recent,Tres Frequent
184110,2,168,3.5,84.0,1,3,4,7,407,1.0,Moyennement Depensier,Ancien,Peu Frequent
184112,5,407,3.4,81.4,1,2,6,17,126,1.0,Depensier,Moyennement Recent,Tres Frequent
184117,1,101,6.0,101.0,1,2,4,6,688,1.0,Pas Depensier,Ancien,Peu Frequent
184128,6,342,2.0,57.0,1,2,7,12,175,1.0,Depensier,Moyennement Recent,Tres Frequent
184132,5,408,3.0,81.6,2,2,4,15,230,0.2,Depensier,Moyennement Recent,Tres Frequent
184137,1,157,7.0,157.0,1,2,3,7,688,1.0,Pas Depensier,Ancien,Peu Frequent
184151,4,484,4.0,121.0,2,4,9,16,6,0.5,Depensier,Recent,Tres Frequent
184158,3,276,3.0,92.0,2,3,6,9,280,0.6666666666666666,Moyennement Depensier,Ancien,Moyennement Frequent
184160,5,696,5.8,139.2,3,2,5,29,546,0.2,Depensier,Ancien,Tres Frequent
184163,7,1153,5.857142857142857,164.71428571428572,2,4,11,41,93,0.7142857142857143,Depensier,Moyennement Recent,Tres Frequent
184167,2,300,6.0,150.0,1,2,3,12,623,1.0,Moyennement Depensier,Ancien,Peu Frequent
184178,1,206,8.0,206.0,1,2,5,8,687,1.0,Moyennement Depensier,Ancien,Peu Frequent
184179,1,121,3.0,121.0,1,2,3,3,687,1.0,Pas Depensier,Ancien,Peu Frequent
184181,4,363,3.25,90.75,2,4,7,13,441,0.5,Depensier,Ancien,Tres Frequent
184182,2,126,3.5,63.0,2,2,2,7,555,0.5,Pas Depensier,Ancien,Peu Frequent
184196,2,71,1.5,35.5,1,2,3,3,323,1.0,Pas Depensier,Ancien,Peu Frequent
184201,1,147,8.0,147.0,1,2,3,8,686,1.0,Pas Depensier,Ancien,Peu Frequent
184211,4,371,3.75,92.75,1,2,4,15,231,1.0,Depensier,Moyennement Recent,Tres Frequent
184226,1,111,4.0,111.0,1,2,3,4,687,1.0,Pas Depensier,Ancien,Peu Frequent
184238,4,486,4.25,121.5,1,2,7,17,126,1.0,Depensier,Moyennement Recent,Tres Frequent
184249,1,128,4.0,128.0,1,2,3,4,686,1.0,Pas Depensier,Ancien,Peu Frequent
184254,6,420,3.0,70.0,2,4,7,18,204,0.6666666666666666,Depensier,Moyennement Recent,Tres Frequent
184257,4,411,2.75,102.75,2,3,8,11,17,0.5,Depensier,Recent,Tres Frequent
184260,1,65,1.0,65.0,1,1,1,1,686,1.0,Pas Depensier,Ancien,Peu Frequent
184276,2,289,4.5,144.5,1,1,3,9,679,1.0,Moyennement Depensier,Ancien,Peu Frequent
184278,2,256,3.5,128.0,2,2,4,7,477,0.5,Moyennement Depensier,Ancien,Peu Frequent
184284,4,370,3.0,92.5,2,2,4,12,46,0.5,Depensier,Recent,Tres Frequent
184289,2,170,3.0,85.0,1,1,4,6,620,1.0,Moyennement Depensier,Ancien,Peu Frequent
184297,1,139,5.0,139.0,1,3,4,5,686,1.0,Pas Depensier,Ancien,Peu Frequent
184305,17,982,2.4705882352941178,57.76470588235294,1,4,13,42,59,1.0,Depensier,Recent,Tres Frequent
184316,2,90,1.5,45.0,1,2,2,3,682,1.0,Pas Depensier,Ancien,Peu Frequent
184322,4,405,4.0,101.25,1,3,7,16,59,1.0,Depensier,Recent,Tres Frequent
184323,5,406,4.4,81.2,3,3,8,22,346,0.4,Depensier,Ancien,Tres Frequent
184326,1,93,6.0,93.0,1,2,4,6,686,1.0,Pas Depensier,Ancien,Peu Frequent
184327,1,101,3.0,101.0,1,1,3,3,687,1.0,Pas Depensier,Ancien,Peu Frequent
184352,1,59,1.0,59.0,1,1,1,1,555,1.0,Pas Depensier,Ancien,Peu Frequent
184358,15,3618,7.933333333333334,241.2,3,4,11,119,1,0.8,Depensier,Recent,Tres Frequent
184367,2,293,9.5,146.5,1,2,5,19,686,1.0,Moyennement Depensier,Ancien,Peu Frequent
184374,1,152,5.0,152.0,1,2,3,5,686,1.0,Pas Depensier,Ancien,Peu Frequent
184375,1,153,11.0,153.0,1,3,5,11,686,1.0,Pas Depensier,Ancien,Peu Frequent
184378,1,121,4.0,121.0,1,2,3,4,687,1.0,Pas Depensier,Ancien,Peu Frequent
184380,1,130,2.0,130.0,1,1,2,2,686,1.0,Pas Depensier,Ancien,Peu Frequent
184384,5,381,2.8,76.2,4,3,8,14,62,0.4,Depensier,Recent,Tres Frequent
184393,1,104,3.0,104.0,1,2,3,3,687,1.0,Pas Depensier,Ancien,Peu Frequent
184404,6,588,3.6666666666666665,98.0,1,4,8,22,63,1.0,Depensier,Recent,Tres Frequent
184430,4,364,3.25,91.0,1,4,8,13,253,1.0,Depensier,Moyennement Recent,Tres Frequent
184440,4,458,4.5,114.5,1,4,8,18,90,1.0,Depensier,Moyennement Recent,Tres Frequent
184443,7,788,4.857142857142857,112.57142857142856,1,3,9,34,44,1.0,Depensier,Recent,Tres Frequent
184445,8,488,3.25,61.0,2,2,6,26,69,0.375,Depensier,Recent,Tres Frequent
184451,3,394,4.0,131.33333333333334,1,3,5,12,135,1.0,Depensier,Moyennement Recent,Moyennement Frequent
184467,2,219,4.5,109.5,1,2,4,9,647,1.0,Moyennement Depensier,Ancien,Peu Frequent
184478,17,1582,4.352941176470588,93.05882352941175,2,3,5,74,9,0.7058823529411765,Depensier,Recent,Tres Frequent
184489,1,115,4.0,115.0,1,2,2,4,684,1.0,Pas Depensier,Ancien,Peu Frequent
184491,1,103,5.0,103.0,1,2,3,5,684,1.0,Pas Depensier,Ancien,Peu Frequent
184495,3,351,5.333333333333333,117.0,1,2,4,16,274,1.0,Depensier,Ancien,Moyennement Frequent
184508,1,127,4.0,127.0,1,1,3,4,684,1.0,Pas Depensier,Ancien,Peu Frequent
184517,1,58,2.0,58.0,1,1,2,2,480,1.0,Pas Depensier,Ancien,Peu Frequent
184521,1,161,7.0,161.0,1,2,4,7,684,1.0,Pas Depensier,Ancien,Peu Frequent
184534,4,477,4.0,119.25,1,4,9,16,213,1.0,Depensier,Moyennement Recent,Tres Frequent
184540,6,594,3.1666666666666665,99.0,1,4,7,19,187,1.0,Depensier,Moyennement Recent,Tres Frequent
184544,4,199,2.25,49.75,3,2,5,9,167,0.5,Moyennement Depensier,Moyennement Recent,Tres Frequent
184549,7,316,1.5714285714285714,45.142857142857146,3,2,4,11,61,0.1428571428571428,Moyennement Depensier,Recent,Tres Frequent
184557,2,364,3.0,182.0,2,2,4,6,542,0.5,Depensier,Ancien,Peu Frequent
184563,1,141,6.0,141.0,1,2,3,6,683,1.0,Pas Depensier,Ancien,Peu Frequent
184573,1,99,3.0,99.0,1,1,3,3,683,1.0,Pas Depensier,Ancien,Peu Frequent
184590,7,428,3.0,61.142857142857146,1,3,7,21,38,1.0,Depensier,Recent,Tres Frequent
184595,1,236,8.0,236.0,1,3,5,8,683,1.0,Moyennement Depensier,Ancien,Peu Frequent
184600,2,241,3.5,120.5,1,2,3,7,88,1.0,Moyennement Depensier,Moyennement Recent,Peu Frequent
184603,1,157,7.0,157.0,1,2,4,7,683,1.0,Pas Depensier,Ancien,Peu Frequent
184605,8,680,3.75,85.0,1,3,7,30,64,1.0,Depensier,Recent,Tres Frequent
184606,2,243,3.0,121.5,2,1,4,6,378,0.0,Moyennement Depensier,Ancien,Peu Frequent
184615,1,237,7.0,237.0,1,2,5,7,682,1.0,Moyennement Depensier,Ancien,Peu Frequent
184635,5,467,2.8,93.4,3,3,9,14,55,0.2,Depensier,Recent,Tres Frequent
184638,2,109,3.5,54.5,1,3,4,7,551,1.0,Pas Depensier,Ancien,Peu Frequent
184640,2,289,6.5,144.5,1,3,8,13,556,1.0,Moyennement Depensier,Ancien,Peu Frequent
184645,2,245,4.5,122.5,1,2,4,9,8,1.0,Moyennement Depensier,Recent,Peu Frequent
184656,3,672,6.333333333333333,224.0,2,1,5,19,86,0.6666666666666666,Depensier,Recent,Moyennement Frequent
184669,14,1401,3.7142857142857135,100.07142857142856,5,4,11,52,69,0.2142857142857142,Depensier,Recent,Tres Frequent
184686,5,740,5.8,148.0,3,4,9,29,164,0.6,Depensier,Moyennement Recent,Tres Frequent
184694,4,443,3.75,110.75,1,2,8,15,394,1.0,Depensier,Ancien,Tres Frequent
184715,1,132,6.0,132.0,1,2,2,6,681,1.0,Pas Depensier,Ancien,Peu Frequent
184716,2,350,6.0,175.0,1,3,7,12,521,1.0,Depensier,Ancien,Peu Frequent
184717,2,434,8.5,217.0,1,2,4,17,586,1.0,Depensier,Ancien,Peu Frequent
184722,7,682,4.142857142857143,97.42857142857144,3,3,6,29,186,0.7142857142857143,Depensier,Moyennement Recent,Tres Frequent
184730,4,476,3.5,119.0,3,4,9,14,463,0.25,Depensier,Ancien,Tres Frequent
184732,1,185,4.0,185.0,1,2,3,4,681,1.0,Moyennement Depensier,Ancien,Peu Frequent
184751,3,167,3.333333333333333,55.66666666666666,1,2,3,10,430,1.0,Moyennement Depensier,Ancien,Moyennement Frequent
184760,1,134,4.0,134.0,1,2,2,4,681,1.0,Pas Depensier,Ancien,Peu Frequent
184763,1,139,3.0,139.0,1,1,2,3,681,1.0,Pas Depensier,Ancien,Peu Frequent
184768,2,126,2.5,63.0,1,2,4,5,617,1.0,Pas Depensier,Ancien,Peu Frequent
184790,2,306,5.5,153.0,2,3,7,11,43,0.5,Moyennement Depensier,Recent,Peu Frequent
184792,3,361,3.333333333333333,120.33333333333331,1,4,7,10,79,1.0,Depensier,Recent,Moyennement Frequent
184798,1,131,7.0,131.0,1,2,4,7,680,1.0,Pas Depensier,Ancien,Peu Frequent
184809,1,243,9.0,243.0,1,3,6,9,679,1.0,Moyennement Depensier,Ancien,Peu Frequent
184811,1,133,6.0,133.0,1,2,3,6,679,1.0,Pas Depensier,Ancien,Peu Frequent
184816,6,424,3.8333333333333335,70.66666666666667,4,3,7,23,164,0.3333333333333333,Depensier,Moyennement Recent,Tres Frequent
184824,5,884,7.0,176.8,2,3,10,35,120,0.8,Depensier,Moyennement Recent,Tres Frequent
184825,1,69,1.0,69.0,1,1,1,1,491,1.0,Pas Depensier,Ancien,Peu Frequent
184826,1,141,4.0,141.0,1,1,4,4,679,1.0,Pas Depensier,Ancien,Peu Frequent
184828,5,595,3.4,119.0,3,4,8,17,48,0.4,Depensier,Recent,Tres Frequent
184843,3,242,3.0,80.66666666666667,1,3,6,9,196,1.0,Moyennement Depensier,Moyennement Recent,Moyennement Frequent
184857,10,588,2.5,58.8,4,4,11,25,51,0.2,Depensier,Recent,Tres Frequent
184869,1,184,5.0,184.0,1,1,4,5,678,1.0,Moyennement Depensier,Ancien,Peu Frequent
184870,2,450,7.0,225.0,1,3,8,14,455,1.0,Depensier,Ancien,Peu Frequent
184897,1,187,8.0,187.0,1,2,5,8,679,1.0,Moyennement Depensier,Ancien,Peu Frequent
184901,6,401,2.6666666666666665,66.83333333333333,3,3,5,16,225,0.6666666666666666,Depensier,Moyennement Recent,Tres Frequent
184919,1,193,11.0,193.0,1,3,6,11,680,1.0,Moyennement Depensier,Ancien,Peu Frequent
184938,8,1939,7.75,242.375,2,4,11,62,31,0.875,Depensier,Recent,Tres Frequent
184950,3,425,4.0,141.66666666666666,1,3,6,12,9,1.0,Depensier,Recent,Moyennement Frequent
184961,4,346,5.0,86.5,1,2,6,20,9,1.0,Depensier,Recent,Tres Frequent
184964,2,389,7.0,194.5,1,2,9,14,598,1.0,Depensier,Ancien,Peu Frequent
184967,1,129,5.0,129.0,1,2,4,5,679,1.0,Pas Depensier,Ancien,Peu Frequent
184969,2,283,5.5,141.5,1,3,6,11,231,1.0,Moyennement Depensier,Moyennement Recent,Peu Frequent
184973,1,99,5.0,99.0,1,2,4,5,680,1.0,Pas Depensier,Ancien,Peu Frequent
184978,3,283,6.0,94.33333333333331,2,3,5,18,21,0.6666666666666666,Moyennement Depensier,Recent,Moyennement Frequent
184980,4,349,2.75,87.25,1,2,7,11,114,1.0,Depensier,Moyennement Recent,Tres Frequent
184981,1,117,6.0,117.0,1,2,2,6,680,1.0,Pas Depensier,Ancien,Peu Frequent
184984,1,165,5.0,165.0,1,2,4,5,679,1.0,Moyennement Depensier,Ancien,Peu Frequent
184989,4,354,3.25,88.5,3,4,9,13,28,0.5,Depensier,Recent,Tres Frequent
184991,10,685,2.4,68.5,2,3,7,24,253,0.9,Depensier,Moyennement Recent,Tres Frequent
184993,1,90,5.0,90.0,1,2,3,5,680,1.0,Pas Depensier,Ancien,Peu Frequent
184995,2,231,3.0,115.5,1,3,5,6,41,1.0,Moyennement Depensier,Recent,Peu Frequent
185000,4,406,3.75,101.5,1,3,8,15,56,1.0,Depensier,Recent,Tres Frequent
185007,5,323,2.4,64.6,1,2,6,12,591,1.0,Moyennement Depensier,Ancien,Tres Frequent
185008,5,443,4.4,88.6,1,4,8,22,211,1.0,Depensier,Moyennement Recent,Tres Frequent
185013,8,567,2.5,70.875,2,2,5,20,57,0.75,Depensier,Recent,Tres Frequent
185015,2,261,5.5,130.5,1,3,5,11,424,1.0,Moyennement Depensier,Ancien,Peu Frequent
185019,4,551,4.0,137.75,1,3,6,15,30,1.0,Depensier,Recent,Tres Frequent
185023,5,755,5.0,151.0,1,3,8,25,309,1.0,Depensier,Ancien,Tres Frequent
185024,6,362,2.333333333333333,60.333333333333336,1,3,7,14,153,1.0,Depensier,Moyennement Recent,Tres Frequent
185028,6,607,3.5,101.16666666666669,4,3,7,21,88,0.3333333333333333,Depensier,Moyennement Recent,Tres Frequent
